model,schema,source_repository,model_type,completeness_tier,rule_id,theme,severity,target_count,pass_count,fail_count,pass_rate,failure_examples
AdvancedProject-40ecb9ba,IFC2X3,BIM Whale IFC samples,architecture,complete-ish,R01_GLOBAL_ID,Information continuity,critical,2189,2189,0,1.0,
AdvancedProject-40ecb9ba,IFC2X3,BIM Whale IFC samples,architecture,complete-ish,R02_OBJECT_NAME,Information delivery,major,2197,2197,0,1.0,
AdvancedProject-40ecb9ba,IFC2X3,BIM Whale IFC samples,architecture,complete-ish,R03_TYPE_OR_OBJECTTYPE,Semantic typing,major,2189,2189,0,1.0,
AdvancedProject-40ecb9ba,IFC2X3,BIM Whale IFC samples,architecture,complete-ish,R04_SPATIAL_CONTAINMENT,Spatial context,major,2197,1770,427,0.8056440600819299,IfcOpeningElement:0Qb3qd4DH6Feh3qU6VjD02 (spatial containment is missing) | IfcOpeningElement:22iBpajnPAAeLW8ujBZ$h1 (spatial containment is missing) | IfcOpeningElement:1hfI82XjT0AA4$4pjURu5x (spatial containment is missing) | IfcOpeningElement:1YzS$eyhPBsA3utKHty5Xy (spatial containment is missing) | IfcOpeningElement:3Oy_6QQ2rF3BFIBDHSLVUQ (spatial containment is missing) | IfcOpeningElement:3_3qU9iXH7Uw$ij7raovIu (spatial containment is missing) | IfcOpeningElement:3zemEY6LT4vBQJ26ubDoun (spatial containment is missing) | IfcOpeningElement:3u643B$bfAsQMRqY3WoYcg (spatial containment is missing)
AdvancedProject-40ecb9ba,IFC2X3,BIM Whale IFC samples,architecture,complete-ish,R05_MATERIAL_AVAILABLE,Constructability and fire review,major,850,824,26,0.9694117647058823,IfcStair:0MOEoDTm9EnO9yKsXjjlgV (material assignment is missing) | IfcStair:3GzoWuxxn4WO8bCtw8H3B6 (material assignment is missing) | IfcStair:3naw$9in55$v8L5CpxnK2i (material assignment is missing) | IfcStair:0ikA9YOKrBaRArRnE24rkF (material assignment is missing) | IfcStair:2jMg7KKh9BngwDP$rL2Wdy (material assignment is missing) | IfcStair:03V7Txha10JAsPO1eunWrl (material assignment is missing) | IfcStair:0vD9RialTD9QxDNUJU2vYx (material assignment is missing) | IfcStair:175SJZNMbBABiZ2bXgMZA3 (material assignment is missing)
AdvancedProject-40ecb9ba,IFC2X3,BIM Whale IFC samples,architecture,complete-ish,R06_DOOR_CLEAR_WIDTH,Accessibility,critical,126,88,38,0.6984126984126984,IfcDoor:1cFRppLhj948bTrzz_Ao_1 (OverallWidth is missing or below 0.8 m) | IfcDoor:1cFRppLhj948bTrzz_AoiD (OverallWidth is missing or below 0.8 m) | IfcDoor:1cFRppLhj948bTrzz_Ao4n (OverallWidth is missing or below 0.8 m) | IfcDoor:1cFRppLhj948bTrzz_Apxb (OverallWidth is missing or below 0.8 m) | IfcDoor:1cFRppLhj948bTrzz_Apu2 (OverallWidth is missing or below 0.8 m) | IfcDoor:1cFRppLhj948bTrzz_Apiw (OverallWidth is missing or below 0.8 m) | IfcDoor:1cFRppLhj948bTrzz_ApiD (OverallWidth is missing or below 0.8 m) | IfcDoor:1cFRppLhj948bTrzz_ApRD (OverallWidth is missing or below 0.8 m)
AdvancedProject-40ecb9ba,IFC2X3,BIM Whale IFC samples,architecture,complete-ish,R07_WINDOW_DIMENSIONS,Envelope review,major,263,263,0,1.0,
AdvancedProject-40ecb9ba,IFC2X3,BIM Whale IFC samples,architecture,complete-ish,R08_SPACE_AREA,Occupancy and accessibility,major,8,8,0,1.0,
AdvancedProject-40ecb9ba,IFC2X3,BIM Whale IFC samples,architecture,complete-ish,R09_FIRE_RATING,Fire safety,critical,516,250,266,0.4844961240310077,IfcWall:3GdhC2lQD5ifjmLdQ3yoTZ (fire rating property/token is missing) | IfcWall:1cFRppLhj948bTrzz_ApSU (fire rating property/token is missing) | IfcWall:1cFRppLhj948bTrzz_ApJS (fire rating property/token is missing) | IfcWall:0ducQKkW5EGQM9rQ5zdMAQ (fire rating property/token is missing) | IfcWall:0ducQKkW5EGQM9rQ5zdM4W (fire rating property/token is missing) | IfcWall:0ducQKkW5EGQM9rQ5zdPfL (fire rating property/token is missing) | IfcWallStandardCase:0cRoQU_sD5R8MkkMkeodzx (fire rating property/token is missing) | IfcWallStandardCase:0cRoQU_sD5R8MkkMkeodyq (fire rating property/token is missing)
AdvancedProject-40ecb9ba,IFC2X3,BIM Whale IFC samples,architecture,complete-ish,R10_SITE_GEOREFERENCE,Digital permit context,major,18,1,17,0.05555555555555555,IfcSite:0Um_J2ClP45uPRcRbJqhrc (site latitude/longitude are missing) | IfcSite:0Um_J2ClP45uPRcRbJqhor (site latitude/longitude are missing) | IfcSite:0Um_J2ClP45uPRcRbJqhpS (site latitude/longitude are missing) | IfcSite:0Um_J2ClP45uPRcRbJqhmP (site latitude/longitude are missing) | IfcSite:0Um_J2ClP45uPRcRbJqhmO (site latitude/longitude are missing) | IfcSite:0Um_J2ClP45uPRcRbJqhmV (site latitude/longitude are missing) | IfcSite:2SEl4sI2X1JhqYqQydYvfU (site latitude/longitude are missing) | IfcSite:2SEl4sI2X1JhqYqQydYvfh (site latitude/longitude are missing)
